feedback,category
Everything works seamlessly and it should be fixed especially on Android devices.,Compliment
"The app works perfectly, please resolve this especially on Android devices.",Compliment
"Please provide chat support, please resolve this as soon as possible.",Feature Request
Payment gateway failed again and it should be fixed in the next update.,Complaint
The application is too slow in the next update.,Complaint
Please provide chat support and it should be fixed for all users.,Feature Request
"Profile update is failing, please resolve this especially on Android devices.",Complaint
The app logs me out automatically especially on Android devices.,Complaint
Excellent performance overall for better usability.,Compliment
"Fast and responsive interface, please resolve this which is very frustrating.",Compliment
Add payment history section and it should be fixed for all users.,Feature Request
I noticed that please add file sharing feature and it happens every day.,Feature Request
"Customer support never replies, please resolve this because it affects daily usage.",Complaint
I noticed that profile update is failing for all users.,Complaint
"Navigation is very simple, please resolve this which is very frustrating.",Compliment
"Please include voice search, please resolve this for better usability.",Feature Request
Add fingerprint authentication for all users.,Feature Request
"The design looks professional, please resolve this for better usability.",Compliment
Please add dark mode during peak usage time.,Feature Request
"I cannot upload my documents, please resolve this in the next update.",Complaint
Profile update is failing and it should be fixed for better usability.,Complaint
Please add file sharing feature and it should be fixed especially on Android devices.,Feature Request
Notifications are delayed and it should be fixed and it happens every day.,Complaint
The design looks professional and it should be fixed which is very frustrating.,Compliment
"Customer support never replies, please resolve this for better usability.",Complaint
"Excellent performance overall, please resolve this for better usability.",Compliment
The latest update introduced bugs and it should be fixed especially on Android devices.,Complaint
Need calendar integration. For better usability.,Feature Request
This app saves a lot of time. Because it affects daily usage.,Compliment
The design looks professional during peak usage time.,Compliment
Payment gateway failed again and it should be fixed which is very frustrating.,Complaint
I noticed that need custom notification settings during peak usage time.,Feature Request
I noticed that i really enjoy using this app in the next update.,Compliment
"The features are very useful, please resolve this because it affects daily usage.",Compliment
Fast and responsive interface. For better usability.,Compliment
OTP is not received on time for better usability.,Complaint
Everything works seamlessly and it should be fixed which is very frustrating.,Compliment
Need offline access support and it should be fixed for all users.,Feature Request
I love the UI design. As soon as possible.,Compliment
I noticed that i cannot upload my documents for better usability.,Complaint
I noticed that the application is too slow because it affects daily usage.,Complaint
Fantastic user experience and it should be fixed during peak usage time.,Compliment
"OTP is not received on time, please resolve this for improved experience.",Complaint
I noticed that need multilingual support especially on Android devices.,Feature Request
I noticed that excellent performance overall for improved experience.,Compliment
Payment gateway failed again and it should be fixed during peak usage time.,Complaint
Fast and responsive interface and it happens every day.,Compliment
Video playback keeps buffering and it should be fixed for improved experience.,Complaint
Notifications are delayed for all users.,Complaint
Video playback keeps buffering and it should be fixed for better usability.,Complaint
The app crashes when I open it. For better usability.,Complaint
The app freezes frequently and it should be fixed especially on Android devices.,Complaint
Add export to PDF option in the next update.,Feature Request
Add export to PDF option during peak usage time.,Feature Request
"Customer support never replies, please resolve this for better usability.",Complaint
"The app works perfectly, please resolve this which is very frustrating.",Compliment
The application is amazing especially on Android devices.,Compliment
Very smooth experience as soon as possible.,Compliment
OTP is not received on time which is very frustrating.,Complaint
OTP is not received on time and it should be fixed during peak usage time.,Complaint
I noticed that the application is amazing for improved experience.,Compliment
I noticed that payment gateway failed again which is very frustrating.,Complaint
"Need calendar integration, please resolve this and it happens every day.",Feature Request
"The app logs me out automatically, please resolve this especially on Android devices.",Complaint
I cannot upload my documents and it should be fixed for improved experience.,Complaint
"Please provide chat support, please resolve this especially on Android devices.",Feature Request
I noticed that please add file sharing feature in the next update.,Feature Request
"I love the UI design, please resolve this because it affects daily usage.",Compliment
The app freezes frequently and it should be fixed which is very frustrating.,Complaint
Fantastic user experience and it should be fixed for better usability.,Compliment
I cannot upload my documents for better usability.,Complaint
"I cannot upload my documents, please resolve this during peak usage time.",Complaint
Add WhatsApp login support and it should be fixed during peak usage time.,Feature Request
"The application is amazing, please resolve this for all users.",Compliment
Add WhatsApp login support. And it happens every day.,Feature Request
I noticed that this app saves a lot of time in the next update.,Compliment
I noticed that customer support was helpful for improved experience.,Compliment
"Customer support never replies, please resolve this as soon as possible.",Complaint
"I really enjoy using this app, please resolve this for all users.",Compliment
"Everything works seamlessly, please resolve this especially on Android devices.",Compliment
The app crashes when I open it. For improved experience.,Complaint
I noticed that need offline access support especially on Android devices.,Feature Request
"I really enjoy using this app, please resolve this for better usability.",Compliment
I noticed that the app freezes frequently for all users.,Complaint
Need multilingual support and it should be fixed especially on Android devices.,Feature Request
"OTP is not received on time, please resolve this for better usability.",Complaint
"Please add AI chatbot assistance, please resolve this for improved experience.",Feature Request
"Search functionality is broken, please resolve this and it happens every day.",Complaint
Fantastic user experience and it should be fixed and it happens every day.,Compliment
"The application is amazing, please resolve this which is very frustrating.",Compliment
"Payment gateway failed again, please resolve this for better usability.",Complaint
Customer support never replies. Because it affects daily usage.,Complaint
"The app logs me out automatically, please resolve this and it happens every day.",Complaint
Please add AI chatbot assistance and it should be fixed for all users.,Feature Request
Add fingerprint authentication especially on Android devices.,Feature Request
Profile update is failing for improved experience.,Complaint
Excellent performance overall which is very frustrating.,Compliment
Customer support never replies and it should be fixed and it happens every day.,Complaint
Add payment history section and it should be fixed which is very frustrating.,Feature Request
The app logs me out automatically which is very frustrating.,Complaint
Need offline access support. Because it affects daily usage.,Feature Request
"Excellent performance overall, please resolve this and it happens every day.",Compliment
I noticed that please include voice search as soon as possible.,Feature Request
"The application is amazing, please resolve this because it affects daily usage.",Compliment
The features are very useful. Because it affects daily usage.,Compliment
"Add payment history section, please resolve this and it happens every day.",Feature Request
I noticed that otp is not received on time for all users.,Complaint
"The latest update introduced bugs, please resolve this in the next update.",Complaint
I noticed that login page is not working properly during peak usage time.,Complaint
I cannot upload my documents. During peak usage time.,Complaint
Excellent performance overall and it should be fixed during peak usage time.,Compliment
"I cannot upload my documents, please resolve this because it affects daily usage.",Complaint
Please add AI chatbot assistance. As soon as possible.,Feature Request
I noticed that fast and responsive interface which is very frustrating.,Compliment
"Please add dark mode, please resolve this for better usability.",Feature Request
The app crashes when I open it. And it happens every day.,Complaint
I noticed that i really enjoy using this app for all users.,Compliment
Fantastic user experience for better usability.,Compliment
The features are very useful and it should be fixed for improved experience.,Compliment
I noticed that add payment history section as soon as possible.,Feature Request
I cannot upload my documents. For all users.,Complaint
Need calendar integration. Because it affects daily usage.,Feature Request
The application is amazing. Especially on android devices.,Compliment
Notifications are delayed. During peak usage time.,Complaint
Everything works seamlessly as soon as possible.,Compliment
I noticed that video playback keeps buffering as soon as possible.,Complaint
The application is too slow because it affects daily usage.,Complaint
"Login page is not working properly, please resolve this and it happens every day.",Complaint
Payment gateway failed again. Which is very frustrating.,Complaint
Customer support never replies and it should be fixed for improved experience.,Complaint
"Excellent performance overall, please resolve this as soon as possible.",Compliment
Everything works seamlessly and it should be fixed for improved experience.,Compliment
"Need personalized recommendations, please resolve this during peak usage time.",Feature Request
Please include voice search and it should be fixed for all users.,Feature Request
I love the UI design. Which is very frustrating.,Compliment
I noticed that please provide chat support during peak usage time.,Feature Request
Add fingerprint authentication. During peak usage time.,Feature Request
"I cannot upload my documents, please resolve this especially on Android devices.",Complaint
Add payment history section. And it happens every day.,Feature Request
Face authentication is not working. And it happens every day.,Complaint
"Need personalized recommendations, please resolve this because it affects daily usage.",Feature Request
Notifications are delayed. Especially on android devices.,Complaint
"Need custom notification settings, please resolve this because it affects daily usage.",Feature Request
"Add export to PDF option, please resolve this and it happens every day.",Feature Request
The features are very useful and it should be fixed for improved experience.,Compliment
I noticed that add cloud backup feature for all users.,Feature Request
The app logs me out automatically and it should be fixed for improved experience.,Complaint
Need calendar integration and it should be fixed for better usability.,Feature Request
The application is amazing and it should be fixed in the next update.,Compliment
The app freezes frequently as soon as possible.,Complaint
"Please include voice search, please resolve this in the next update.",Feature Request
Add payment history section and it should be fixed for improved experience.,Feature Request
Please include voice search. Especially on android devices.,Feature Request
I noticed that the app works perfectly for better usability.,Compliment
"Need multilingual support, please resolve this as soon as possible.",Feature Request
"Need multilingual support, please resolve this and it happens every day.",Feature Request
Please include voice search because it affects daily usage.,Feature Request
Payment gateway failed again especially on Android devices.,Complaint
Need multilingual support and it should be fixed in the next update.,Feature Request
Profile update is failing. During peak usage time.,Complaint
"Please add file sharing feature, please resolve this during peak usage time.",Feature Request
The application is too slow and it should be fixed and it happens every day.,Complaint
Need offline access support and it should be fixed as soon as possible.,Feature Request
"Great improvement after the update, please resolve this because it affects daily usage.",Compliment
"I cannot upload my documents, please resolve this and it happens every day.",Complaint
Video playback keeps buffering especially on Android devices.,Complaint
Customer support never replies. During peak usage time.,Complaint
I noticed that the features are very useful and it happens every day.,Compliment
I love the UI design because it affects daily usage.,Compliment
Need multilingual support and it should be fixed and it happens every day.,Feature Request
I love the UI design for improved experience.,Compliment
Login page is not working properly during peak usage time.,Complaint
"Face authentication is not working, please resolve this for all users.",Complaint
The latest update introduced bugs. And it happens every day.,Complaint
Notifications are delayed in the next update.,Complaint
I really enjoy using this app during peak usage time.,Compliment
I noticed that very smooth experience for better usability.,Compliment
"Please add file sharing feature, please resolve this during peak usage time.",Feature Request
"Everything works seamlessly, please resolve this which is very frustrating.",Compliment
Please provide chat support and it should be fixed for better usability.,Feature Request
Please add dark mode and it should be fixed for improved experience.,Feature Request
"Fast and responsive interface, please resolve this during peak usage time.",Compliment
Payment gateway failed again for better usability.,Complaint
The app logs me out automatically for all users.,Complaint
Need multilingual support and it should be fixed during peak usage time.,Feature Request
I cannot upload my documents and it should be fixed as soon as possible.,Complaint
Fast and responsive interface. During peak usage time.,Compliment
The app crashes when I open it in the next update.,Complaint
Navigation is very simple. As soon as possible.,Compliment
OTP is not received on time because it affects daily usage.,Complaint
Add cloud backup feature and it should be fixed for improved experience.,Feature Request
The app works perfectly and it should be fixed as soon as possible.,Compliment
I noticed that please provide chat support especially on Android devices.,Feature Request
I noticed that please add ai chatbot assistance which is very frustrating.,Feature Request
Fantastic user experience. Which is very frustrating.,Compliment
I noticed that the app works perfectly for improved experience.,Compliment
The features are very useful. For improved experience.,Compliment
"I really enjoy using this app, please resolve this which is very frustrating.",Compliment
Please include voice search and it should be fixed especially on Android devices.,Feature Request
"Add export to PDF option, please resolve this for better usability.",Feature Request
Notifications are delayed because it affects daily usage.,Complaint
Add WhatsApp login support and it should be fixed for improved experience.,Feature Request
Face authentication is not working. As soon as possible.,Complaint
"OTP is not received on time, please resolve this which is very frustrating.",Complaint
I noticed that the design looks professional for improved experience.,Compliment
"This app saves a lot of time, please resolve this for all users.",Compliment
I noticed that profile update is failing which is very frustrating.,Complaint
The latest update introduced bugs during peak usage time.,Complaint
"Fast and responsive interface, please resolve this for all users.",Compliment
"Fantastic user experience, please resolve this especially on Android devices.",Compliment
Everything works seamlessly. For improved experience.,Compliment
Need multilingual support. For better usability.,Feature Request
"The application is too slow, please resolve this during peak usage time.",Complaint
I noticed that very smooth experience for all users.,Compliment
"Please include voice search, please resolve this especially on Android devices.",Feature Request
I really enjoy using this app. In the next update.,Compliment
This app saves a lot of time. Because it affects daily usage.,Compliment
Navigation is very simple and it should be fixed for improved experience.,Compliment
I noticed that customer support never replies during peak usage time.,Complaint
I noticed that notifications are delayed for improved experience.,Complaint
I noticed that please add ai chatbot assistance as soon as possible.,Feature Request
Customer support was helpful which is very frustrating.,Compliment
"This app saves a lot of time, please resolve this in the next update.",Compliment
The app crashes when I open it. For improved experience.,Complaint
"Excellent performance overall, please resolve this because it affects daily usage.",Compliment
This app saves a lot of time and it should be fixed for improved experience.,Compliment
I noticed that the app crashes when i open it which is very frustrating.,Complaint
The features are very useful and it happens every day.,Compliment
Need personalized recommendations and it should be fixed especially on Android devices.,Feature Request
Need offline access support for all users.,Feature Request
"Please add dark mode, please resolve this in the next update.",Feature Request
Please add dark mode. For all users.,Feature Request
Notifications are delayed. As soon as possible.,Complaint
I noticed that add export to pdf option and it happens every day.,Feature Request
I noticed that everything works seamlessly which is very frustrating.,Compliment
Need custom notification settings and it should be fixed for better usability.,Feature Request
Please add AI chatbot assistance and it should be fixed in the next update.,Feature Request
The app logs me out automatically. For all users.,Complaint
The app logs me out automatically. Because it affects daily usage.,Complaint
I love the UI design. In the next update.,Compliment
Login page is not working properly. In the next update.,Complaint
I noticed that add whatsapp login support as soon as possible.,Feature Request
Need multilingual support. As soon as possible.,Feature Request
"Please include voice search, please resolve this for improved experience.",Feature Request
I really enjoy using this app and it should be fixed in the next update.,Compliment
I noticed that i really enjoy using this app for better usability.,Compliment
I noticed that the app works perfectly which is very frustrating.,Compliment
The app crashes when I open it and it should be fixed because it affects daily usage.,Complaint
Add fingerprint authentication. And it happens every day.,Feature Request
Search functionality is broken and it should be fixed which is very frustrating.,Complaint
"Need offline access support, please resolve this in the next update.",Feature Request
I noticed that face authentication is not working for better usability.,Complaint
"Profile update is failing, please resolve this for better usability.",Complaint
Add fingerprint authentication and it should be fixed which is very frustrating.,Feature Request
I noticed that great improvement after the update in the next update.,Compliment
"Video playback keeps buffering, please resolve this for better usability.",Complaint
Great improvement after the update for improved experience.,Compliment
Payment gateway failed again. For improved experience.,Complaint
Need custom notification settings and it should be fixed and it happens every day.,Feature Request
Please add file sharing feature as soon as possible.,Feature Request
"Face authentication is not working, please resolve this for better usability.",Complaint
I noticed that payment gateway failed again for all users.,Complaint
I noticed that need offline access support for improved experience.,Feature Request
Everything works seamlessly and it should be fixed for better usability.,Compliment
Video playback keeps buffering. Which is very frustrating.,Complaint
I noticed that profile update is failing which is very frustrating.,Complaint
Please provide chat support. For better usability.,Feature Request
Login page is not working properly and it should be fixed for better usability.,Complaint
I noticed that notifications are delayed during peak usage time.,Complaint
Please add AI chatbot assistance. Because it affects daily usage.,Feature Request
"This app saves a lot of time, please resolve this because it affects daily usage.",Compliment
I noticed that please add file sharing feature for all users.,Feature Request
"OTP is not received on time, please resolve this in the next update.",Complaint
"Face authentication is not working, please resolve this especially on Android devices.",Complaint
"Need custom notification settings, please resolve this especially on Android devices.",Feature Request
I noticed that face authentication is not working for all users.,Complaint
Need offline access support especially on Android devices.,Feature Request
Add fingerprint authentication as soon as possible.,Feature Request
Need personalized recommendations. And it happens every day.,Feature Request
I noticed that very smooth experience as soon as possible.,Compliment
"Please provide chat support, please resolve this which is very frustrating.",Feature Request
I noticed that the app logs me out automatically especially on Android devices.,Complaint
I noticed that face authentication is not working in the next update.,Complaint
I noticed that i cannot upload my documents which is very frustrating.,Complaint
Add fingerprint authentication as soon as possible.,Feature Request
I noticed that the latest update introduced bugs as soon as possible.,Complaint
Fantastic user experience and it should be fixed for improved experience.,Compliment
I really enjoy using this app and it should be fixed during peak usage time.,Compliment
Notifications are delayed which is very frustrating.,Complaint
I noticed that the app crashes when i open it as soon as possible.,Complaint
Please add file sharing feature and it should be fixed especially on Android devices.,Feature Request
"The latest update introduced bugs, please resolve this especially on Android devices.",Complaint
Fantastic user experience and it should be fixed because it affects daily usage.,Compliment
Very smooth experience. In the next update.,Compliment
Fantastic user experience for better usability.,Compliment
I noticed that the app logs me out automatically which is very frustrating.,Complaint
"Need custom notification settings, please resolve this for all users.",Feature Request
Need calendar integration and it happens every day.,Feature Request
Great improvement after the update for all users.,Compliment
Everything works seamlessly for improved experience.,Compliment
Please add file sharing feature and it should be fixed during peak usage time.,Feature Request
"The features are very useful, please resolve this in the next update.",Compliment
The app crashes when I open it which is very frustrating.,Complaint
The app logs me out automatically and it should be fixed because it affects daily usage.,Complaint
I noticed that payment gateway failed again which is very frustrating.,Complaint
I noticed that the features are very useful which is very frustrating.,Compliment
Please add dark mode and it should be fixed for improved experience.,Feature Request
"I love the UI design, please resolve this during peak usage time.",Compliment
Need multilingual support. For improved experience.,Feature Request
"Need custom notification settings, please resolve this in the next update.",Feature Request
I noticed that login page is not working properly as soon as possible.,Complaint
The application is too slow and it should be fixed during peak usage time.,Complaint
Add cloud backup feature and it should be fixed for all users.,Feature Request
Please provide chat support for improved experience.,Feature Request
Everything works seamlessly for better usability.,Compliment
The design looks professional and it should be fixed for improved experience.,Compliment
Add fingerprint authentication for better usability.,Feature Request
Everything works seamlessly and it should be fixed as soon as possible.,Compliment
Everything works seamlessly and it should be fixed because it affects daily usage.,Compliment
I noticed that the app works perfectly for improved experience.,Compliment
OTP is not received on time during peak usage time.,Complaint
Excellent performance overall as soon as possible.,Compliment
I love the UI design. Especially on android devices.,Compliment
I noticed that please include voice search which is very frustrating.,Feature Request
Need multilingual support and it happens every day.,Feature Request
I noticed that please add ai chatbot assistance which is very frustrating.,Feature Request
The app freezes frequently as soon as possible.,Complaint
Add fingerprint authentication and it should be fixed for all users.,Feature Request
"Need multilingual support, please resolve this for all users.",Feature Request
I noticed that need personalized recommendations and it happens every day.,Feature Request
Please include voice search as soon as possible.,Feature Request
Need offline access support and it should be fixed for improved experience.,Feature Request
Payment gateway failed again. Which is very frustrating.,Complaint
Face authentication is not working because it affects daily usage.,Complaint
Great improvement after the update and it should be fixed for all users.,Compliment
I noticed that please include voice search which is very frustrating.,Feature Request
"Please include voice search, please resolve this in the next update.",Feature Request
Customer support was helpful. For all users.,Compliment
"The application is amazing, please resolve this for better usability.",Compliment
"The latest update introduced bugs, please resolve this in the next update.",Complaint
Please add AI chatbot assistance for better usability.,Feature Request
Need custom notification settings. Which is very frustrating.,Feature Request
"Customer support was helpful, please resolve this especially on Android devices.",Compliment
"OTP is not received on time, please resolve this as soon as possible.",Complaint
The app freezes frequently and it should be fixed for all users.,Complaint
Search functionality is broken. Because it affects daily usage.,Complaint
I love the UI design and it should be fixed for improved experience.,Compliment
I noticed that add fingerprint authentication for better usability.,Feature Request
"Everything works seamlessly, please resolve this because it affects daily usage.",Compliment
I noticed that need custom notification settings which is very frustrating.,Feature Request
"The features are very useful, please resolve this in the next update.",Compliment
"The app works perfectly, please resolve this for improved experience.",Compliment
I noticed that i really enjoy using this app for better usability.,Compliment
The app freezes frequently and it should be fixed for improved experience.,Complaint
Fantastic user experience. Which is very frustrating.,Compliment
Excellent performance overall and it should be fixed especially on Android devices.,Compliment
Excellent performance overall in the next update.,Compliment
The design looks professional in the next update.,Compliment
I noticed that i really enjoy using this app for improved experience.,Compliment
The app crashes when I open it and it should be fixed for better usability.,Complaint
"Please provide chat support, please resolve this because it affects daily usage.",Feature Request
Fast and responsive interface. Because it affects daily usage.,Compliment
I cannot upload my documents and it should be fixed during peak usage time.,Complaint
I noticed that add payment history section which is very frustrating.,Feature Request
"OTP is not received on time, please resolve this especially on Android devices.",Complaint
Excellent performance overall and it should be fixed because it affects daily usage.,Compliment
I noticed that video playback keeps buffering for improved experience.,Complaint
"The application is amazing, please resolve this as soon as possible.",Compliment
Navigation is very simple. For all users.,Compliment
"Face authentication is not working, please resolve this which is very frustrating.",Complaint
"Excellent performance overall, please resolve this during peak usage time.",Compliment
Need multilingual support. As soon as possible.,Feature Request
"Video playback keeps buffering, please resolve this because it affects daily usage.",Complaint
Excellent performance overall and it should be fixed in the next update.,Compliment
I noticed that need calendar integration because it affects daily usage.,Feature Request
Fantastic user experience especially on Android devices.,Compliment
Add payment history section. And it happens every day.,Feature Request
Everything works seamlessly. Which is very frustrating.,Compliment
Very smooth experience and it should be fixed for better usability.,Compliment
Please add dark mode. During peak usage time.,Feature Request
The features are very useful. As soon as possible.,Compliment
Excellent performance overall. For all users.,Compliment
"I love the UI design, please resolve this and it happens every day.",Compliment
"The app freezes frequently, please resolve this during peak usage time.",Complaint
The application is too slow. As soon as possible.,Complaint
"Navigation is very simple, please resolve this for better usability.",Compliment
Video playback keeps buffering which is very frustrating.,Complaint
I noticed that please add dark mode for better usability.,Feature Request
I noticed that i love the ui design in the next update.,Compliment
I noticed that very smooth experience which is very frustrating.,Compliment
I cannot upload my documents and it should be fixed because it affects daily usage.,Complaint
I noticed that notifications are delayed as soon as possible.,Complaint
"Great improvement after the update, please resolve this during peak usage time.",Compliment
Add cloud backup feature. As soon as possible.,Feature Request
I noticed that the application is amazing as soon as possible.,Compliment
Login page is not working properly. During peak usage time.,Complaint
The design looks professional for improved experience.,Compliment
Very smooth experience. Which is very frustrating.,Compliment
I noticed that search functionality is broken as soon as possible.,Complaint
I noticed that fantastic user experience for all users.,Compliment
Need offline access support and it should be fixed which is very frustrating.,Feature Request
Need custom notification settings. Especially on android devices.,Feature Request
Notifications are delayed as soon as possible.,Complaint
"Need custom notification settings, please resolve this during peak usage time.",Feature Request
Fantastic user experience and it should be fixed especially on Android devices.,Compliment
Customer support never replies and it should be fixed during peak usage time.,Complaint
I noticed that the app logs me out automatically in the next update.,Complaint
Excellent performance overall and it should be fixed especially on Android devices.,Compliment
Great improvement after the update and it should be fixed during peak usage time.,Compliment
I noticed that i love the ui design especially on Android devices.,Compliment
Login page is not working properly in the next update.,Complaint
Excellent performance overall as soon as possible.,Compliment
Customer support never replies for improved experience.,Complaint
I love the UI design and it should be fixed for better usability.,Compliment
Please include voice search. Because it affects daily usage.,Feature Request
Login page is not working properly and it should be fixed during peak usage time.,Complaint
"Add fingerprint authentication, please resolve this for improved experience.",Feature Request
Please add dark mode. During peak usage time.,Feature Request
Customer support was helpful. And it happens every day.,Compliment
Please add file sharing feature. For all users.,Feature Request
Add cloud backup feature and it should be fixed especially on Android devices.,Feature Request
The app freezes frequently and it should be fixed during peak usage time.,Complaint
I noticed that add payment history section as soon as possible.,Feature Request
"Add export to PDF option, please resolve this for all users.",Feature Request
The app logs me out automatically and it should be fixed for all users.,Complaint
The app works perfectly and it should be fixed for better usability.,Compliment
This app saves a lot of time and it should be fixed for improved experience.,Compliment
I noticed that add payment history section in the next update.,Feature Request
Great improvement after the update for all users.,Compliment
Need personalized recommendations especially on Android devices.,Feature Request
Need offline access support and it happens every day.,Feature Request
"The app logs me out automatically, please resolve this and it happens every day.",Complaint
"Customer support was helpful, please resolve this because it affects daily usage.",Compliment
"Search functionality is broken, please resolve this for better usability.",Complaint
I noticed that the app freezes frequently during peak usage time.,Complaint
Please include voice search and it should be fixed which is very frustrating.,Feature Request
Fantastic user experience. For better usability.,Compliment
I noticed that need calendar integration and it happens every day.,Feature Request
I noticed that the application is amazing for all users.,Compliment
I noticed that need custom notification settings for all users.,Feature Request
OTP is not received on time. During peak usage time.,Complaint
"Need offline access support, please resolve this especially on Android devices.",Feature Request
"The app works perfectly, please resolve this in the next update.",Compliment
Fast and responsive interface. In the next update.,Compliment
The application is too slow and it should be fixed for improved experience.,Complaint
I noticed that fantastic user experience as soon as possible.,Compliment
I noticed that profile update is failing because it affects daily usage.,Complaint
This app saves a lot of time. Especially on android devices.,Compliment
This app saves a lot of time in the next update.,Compliment
"Need calendar integration, please resolve this and it happens every day.",Feature Request
Login page is not working properly. For better usability.,Complaint
"Add cloud backup feature, please resolve this and it happens every day.",Feature Request
Please add dark mode for better usability.,Feature Request
I noticed that face authentication is not working especially on Android devices.,Complaint
Fantastic user experience. Because it affects daily usage.,Compliment
"Fantastic user experience, please resolve this for all users.",Compliment
"Login page is not working properly, please resolve this because it affects daily usage.",Complaint
Add fingerprint authentication. Especially on android devices.,Feature Request
Everything works seamlessly and it should be fixed for better usability.,Compliment
I really enjoy using this app and it happens every day.,Compliment
I noticed that i cannot upload my documents because it affects daily usage.,Complaint
I noticed that the app freezes frequently as soon as possible.,Complaint
Need calendar integration. In the next update.,Feature Request
Need custom notification settings for all users.,Feature Request
Profile update is failing especially on Android devices.,Complaint
Video playback keeps buffering for all users.,Complaint
Profile update is failing during peak usage time.,Complaint
Please add AI chatbot assistance which is very frustrating.,Feature Request
I noticed that please add file sharing feature in the next update.,Feature Request
Add payment history section. And it happens every day.,Feature Request
The design looks professional. For all users.,Compliment
Add payment history section. For better usability.,Feature Request
Need multilingual support and it should be fixed during peak usage time.,Feature Request
I really enjoy using this app. Because it affects daily usage.,Compliment
Need personalized recommendations. Because it affects daily usage.,Feature Request
Payment gateway failed again and it should be fixed for all users.,Complaint
Everything works seamlessly. In the next update.,Compliment
I noticed that the app works perfectly as soon as possible.,Compliment
I noticed that add cloud backup feature as soon as possible.,Feature Request
The design looks professional and it should be fixed because it affects daily usage.,Compliment
Video playback keeps buffering. Especially on android devices.,Complaint
The application is amazing in the next update.,Compliment
I noticed that add payment history section during peak usage time.,Feature Request
OTP is not received on time during peak usage time.,Complaint
Login page is not working properly especially on Android devices.,Complaint
Customer support was helpful during peak usage time.,Compliment
The application is amazing. For better usability.,Compliment
OTP is not received on time. Which is very frustrating.,Complaint
"Login page is not working properly, please resolve this in the next update.",Complaint
Add WhatsApp login support. For improved experience.,Feature Request
Face authentication is not working for improved experience.,Complaint
I noticed that the features are very useful as soon as possible.,Compliment
The design looks professional because it affects daily usage.,Compliment
The app freezes frequently for improved experience.,Complaint
The app logs me out automatically. Especially on android devices.,Complaint
"Everything works seamlessly, please resolve this for all users.",Compliment
I noticed that please add dark mode because it affects daily usage.,Feature Request
I noticed that the features are very useful and it happens every day.,Compliment
Please add AI chatbot assistance and it should be fixed and it happens every day.,Feature Request
Add WhatsApp login support. Because it affects daily usage.,Feature Request
Very smooth experience and it should be fixed as soon as possible.,Compliment
"The application is too slow, please resolve this as soon as possible.",Complaint
Need custom notification settings. During peak usage time.,Feature Request
The app works perfectly. For better usability.,Compliment
Profile update is failing and it happens every day.,Complaint
"Add cloud backup feature, please resolve this which is very frustrating.",Feature Request
"OTP is not received on time, please resolve this for all users.",Complaint
Very smooth experience especially on Android devices.,Compliment
I noticed that profile update is failing as soon as possible.,Complaint
I noticed that the app crashes when i open it for all users.,Complaint
"Need multilingual support, please resolve this for all users.",Feature Request
"Please add dark mode, please resolve this in the next update.",Feature Request
Customer support never replies and it should be fixed and it happens every day.,Complaint
Fast and responsive interface. Especially on android devices.,Compliment
Need offline access support and it should be fixed and it happens every day.,Feature Request
Notifications are delayed. And it happens every day.,Complaint
The design looks professional. For improved experience.,Compliment
"Everything works seamlessly, please resolve this during peak usage time.",Compliment
Customer support never replies for improved experience.,Complaint
The latest update introduced bugs during peak usage time.,Complaint
I noticed that need offline access support in the next update.,Feature Request
I noticed that navigation is very simple which is very frustrating.,Compliment
"The app crashes when I open it, please resolve this in the next update.",Complaint
"I really enjoy using this app, please resolve this especially on Android devices.",Compliment
I noticed that great improvement after the update for better usability.,Compliment
"Please include voice search, please resolve this which is very frustrating.",Feature Request
Need multilingual support and it should be fixed in the next update.,Feature Request
I noticed that i cannot upload my documents because it affects daily usage.,Complaint
"Add export to PDF option, please resolve this for all users.",Feature Request
The app works perfectly and it happens every day.,Compliment
"Add payment history section, please resolve this in the next update.",Feature Request
"Customer support never replies, please resolve this because it affects daily usage.",Complaint
Need offline access support. Especially on android devices.,Feature Request
Navigation is very simple especially on Android devices.,Compliment
Login page is not working properly and it should be fixed for better usability.,Complaint
"Navigation is very simple, please resolve this and it happens every day.",Compliment
"The app works perfectly, please resolve this which is very frustrating.",Compliment
The design looks professional. As soon as possible.,Compliment
"Navigation is very simple, please resolve this for better usability.",Compliment
Need multilingual support during peak usage time.,Feature Request
I love the UI design. And it happens every day.,Compliment
The app logs me out automatically for improved experience.,Complaint
The latest update introduced bugs and it should be fixed for improved experience.,Complaint
Need offline access support and it should be fixed for all users.,Feature Request
I noticed that need personalized recommendations for improved experience.,Feature Request
"Notifications are delayed, please resolve this for improved experience.",Complaint
Need calendar integration. During peak usage time.,Feature Request
I noticed that search functionality is broken for better usability.,Complaint
Excellent performance overall. Especially on android devices.,Compliment
The design looks professional especially on Android devices.,Compliment
"I really enjoy using this app, please resolve this which is very frustrating.",Compliment
I noticed that the latest update introduced bugs for improved experience.,Complaint
"Great improvement after the update, please resolve this for improved experience.",Compliment
Great improvement after the update for better usability.,Compliment
OTP is not received on time and it should be fixed for improved experience.,Complaint
Add WhatsApp login support for better usability.,Feature Request
"I cannot upload my documents, please resolve this in the next update.",Complaint
"Add fingerprint authentication, please resolve this which is very frustrating.",Feature Request
Login page is not working properly and it should be fixed especially on Android devices.,Complaint
Search functionality is broken and it should be fixed because it affects daily usage.,Complaint
